星官,Bayer 編號,DEJ2000 (度),Flamsteed,HIP,RAJ2000 (度),Star 1,Star 2,Vmag (視星等),序號,星點,英文星名
右更,,12.558633,100 Psc,7364,23.715078,100 Psc雙魚,100 Psc,7.28000021,2039,右更增四,
水府,k Ori,12.272163,74 Ori,29800,94.110915,"74,k Ori獵戶","74,k Ori",5.039999962,2624,水府增七,
左旗,,26.80899,19 Vul,99518,302.949894,19 Vul狐狸,19 Vul,5.510000229,1278,左旗增十四,
太微右垣,,16.456539,81 Leo,55765,171.401556,81 Leo獅子,81 Leo,5.579999924,400,西次相增二,
孔雀,κ Pav,-67.233495,,93015,284.23762,κ Pav孔雀,κ Pav,4.4,3139,孔雀五,
玉井,λ Eri,-8.754081,69 Eri,23972,77.286596,"69,λ Eri波江","69,λ Eri",4.25,2557,玉井一,
九斿,,1.380821,,20884,67.133832,,,5.53000021,2447,九斿增一,
北極,,77.547514,4 UMi,69112,212.212195,4 UMi小熊,4 UMi,4.8,4,四 後宮,
天囷,,12.447639,31 Ari,12153,39.157982,31 Ari白羊,31 Ari,5.639999866,2178,天囷增八,
異雀,δ Oct,-83.667884,,70638,216.730142,δ Oct南極,δ Oct,4.31,3130,異雀五,
虛宿,λ Equ,7.179763,2 Equ,103813,315.552101,"2,λ Equ小馬","2,λ Equ",6.71999979,1465,虛宿增一,
斛,l Her,5.246746,45 Her,82216,251.94341,"45,l Her武仙","45,l Her",5.21999979,562,斛增三,
軒轅,,11.810043,18 Leo,47959,146.5972,18 Leo獅子,18 Leo,5.670000076,3004,軒轅增四四,
天溷,φ4 Cet,-11.379975,23 Cet,4587,14.682782,"23,φ4 Cet鯨魚","23,φ4 Cet",5.619999886,1982,天溷增五,
天倉,,-8.906135,32 Cet,5485,17.549779,32 Cet鯨魚,32 Cet,6.400000095,2070,天倉增十一,
市樓,,-12.512488,,85397,261.758951,,,6.2,581,市樓五,
天市左垣,c Ser,-1.985308,60 Ser,90642,277.420749,"60,c Ser巨蛇","60,c Ser",5.380000114,708,東海增四,
土公,,7.691122,45 Psc,2025,6.424632,45 Psc雙魚,45 Psc,6.77,1840,土公二,
五諸侯,,14.899071,6 Com,59819,184.000776,6 Com后髮,6 Com,5.09,361,五諸侯五,
外屏,α Psc,2.763759,113 Psc,9487,30.51175,"113,α Psc雙魚","113,α Psc",3.82,1958,外屏七,Alrescha
水府,,13.899599,133 Tau,27364,86.928779,133 Tau金牛,133 Tau,5.28000021,2618,水府增一,
昴宿,,24.288344,,17704,56.872722,,,6.829999924,2206,昴宿增十,
天理,,59.943201,,55060,169.079137,,,6.91,194,天理一,
星宿,,-9.223712,29 Hya,46365,141.811003,29 Hya長蛇,29 Hya,6.53000021,2914,星宿增一,
內廚,,66.790304,7 Dra,62423,191.893099,7 Dra天龍,7 Dra,5.43,146,內廚一,
右攝提,υ Boo,15.797905,5 Boo,67459,207.369338,"5,υ Boo牧夫","5,υ Boo",4.05,895,右攝提三,
西咸,ξ Sco,-11.373056,,78727,241.092915,ξ Sco天蠍,ξ Sco,4.16,1032,西咸一,
天床,,71.765457,9 UMi,73440,225.112289,9 UMi小熊,9 UMi,6.639999866,65,天床增一,
四瀆,,4.855999,12 Mon,31159,98.080022,12 Mon麒麟,12 Mon,5.880000114,2697,四瀆增三,
庫樓,,-47.372937,,60517,186.089148,,,6.61,852,庫樓九,
室宿,α Peg,15.205264,54 Peg,113963,346.190224,"54,α Peg飛馬","54,α Peg",2.49,1651,室宿一,Markab
卷舌,ο Per,32.288248,38 Per,17448,56.079717,"38,ο Per英仙","38,ο Per",3.839999914,2225,卷舌增七,
參宿,α Ori,7.407063,58 Ori,27989,88.792939,"58,α Ori獵戶","58,α Ori",0.45,2509,參宿四,Betelgeuse
鈇鉞,i2 Aqr,-18.67834,107 Aqr,117218,356.503848,"107,i2 Aqr寶瓶","107,i2 Aqr",5.28000021,1802,鈇鉞增二,
離宮,η Peg,30.221245,44 Peg,112158,340.750573,"44,η Peg飛馬","44,η Peg",2.93,1663,離宮四,Matar
軒轅,,9.762396,45 Leo,51213,156.912461,45 Leo獅子,45 Leo,6.010000229,3017,軒轅增五七,
杵,π1 Peg,33.172338,27 Peg,109352,332.306808,"27,π1 Peg飛馬","27,π1 Peg",5.579999924,1573,杵增一,
斗,h Her,11.488042,29 Her,81008,248.151217,"29,h Her武仙","29,h Her",4.84,543,斗四,
人,,17.350017,9 Peg,107348,326.127897,9 Peg飛馬,9 Peg,4.34,1565,人四,
貫索,ρ Ser,20.977919,38 Ser,77661,237.816287,"38,ρ Ser巨蛇","38,ρ Ser",4.739999771,759,貫索增十三,
參宿,ρ Ori,2.861265,17 Ori,24331,78.322839,"17,ρ Ori獵戶","17,ρ Ori",4.460000038,2521,參宿增九,
軒轅,κ Leo,26.182324,1 Leo,46146,141.16358,"1,κ Leo獅子","1,κ Leo",4.47,2950,軒轅七,
翼宿,,-26.831505,,53963,165.601889,,,6.210000038,3073,翼宿增六,
南船,p Car,-61.685333,,51576,158.006097,p Car船底,p Car,3.3,3232,南船二,
羽林軍,c2 Aqr,-21.17241,88 Aqr,114341,347.361655,"88,c2 Aqr寶瓶","88,c2 Aqr",3.68,1778,羽林軍廿八,
輦道,,34.452968,8 Cyg,96052,292.943007,8 Cyg天鵝,8 Cyg,4.739999771,1326,輦道增九,
軒轅,,23.10622,39 Leo,50384,154.310577,39 Leo獅子,39 Leo,5.809999943,2991,軒轅增卅一,
天市右垣,,17.054382,7B Her,79045,242.020655,7B Her武仙,7B Her,6.25,625,晉增五,
畢宿,δ2 Tau,17.44413,64 Tau,20542,66.024004,"64,δ2 Tau金牛","64,δ2 Tau",4.800000191,2306,畢宿增十二,
牛宿,ρ Cap,-17.813687,11 Cap,101027,307.215058,"11,ρ Cap摩羯","11,ρ Cap",4.77,1202,牛宿六,
九州殊口,ο2 Eri,-7.652871,40 Eri,19849,63.818001,"40,ο2 Eri波江","40,ο2 Eri",4.429999828,2412,九州殊口增七,
少微,m Leo,18.891523,51 Leo,52686,161.602271,"51,m Leo獅子","51,m Leo",5.5,476,少微四,
十二國,,-20.193172,26 Cap,104429,317.3143,26 Cap摩羯,26 Cap,6.73,1451,趙一,
天囷,,-0.930288,95 Cet,15383,49.59344,95 Cet鯨魚,95 Cet,5.619999886,2186,天囷增十六,
勢,,34.078623,36 LMi,52032,159.467769,36 LMi小獅,36 LMi,6.420000076,223,勢增十,
靈台,,2.48797,36 Sex六,52584,161.289402,36 Sex六分儀,36 Sex六,6.269999981,503,靈台增二,
螣蛇,π2 Cyg,49.30957,81 Cyg,107533,326.698371,"81,π2 Cyg天鵝","81,π2 Cyg",4.23,1676,螣蛇三,
天狗,e Vel,-42.989081,,42312,129.410971,e Vel船帆,e Vel,4.11,2860,天狗一,
天市右垣,υ Ser,14.115348,31 Ser,77336,236.822163,"31,υ Ser巨蛇","31,υ Ser",5.710000038,637,周增十二,
建,,-18.863806,,94859,289.545594,,,7,1157,建增十,
異雀,α Aps,-79.044751,,72370,221.965453,α Aps天燕,α Aps,3.83,3133,異雀八,
廁,,-20.863659,10 Lep,25853,82.781778,10 Lep天兔,10 Lep,5.53000021,2576,廁增一,
左旗,,24.446099,25 Vul,100435,305.514295,25 Vul狐狸,25 Vul,5.5,1286,左旗增廿二,
霹靂,β Psc,3.820045,4 Psc,113889,345.969225,"4,β Psc雙魚","4,β Psc",4.48,1852,霹靂一,
土公吏,,9.129034,36 Peg,110986,337.283263,36 Peg飛馬,36 Peg,5.6,1730,土公吏二,
天苑,π Cet,-13.858696,89 Cet,12770,41.030625,"89,π Cet鯨魚","89,π Cet",4.24,2259,天苑七,
太微左垣,,7.832701,,63063,193.816522,,,9.930000305,412,東次將增二,
左更,π Ari,17.464309,42 Ari,13165,42.323166,"42,π Ari白羊","42,π Ari",5.26,2045,左更五,
左更,,18.283791,40 Ari,13108,42.133705,40 Ari白羊,40 Ari,5.829999924,2047,左更增二,
天大將軍,β Tri,34.987297,4 Tri,10064,32.385945,"4,β Tri三角","4,β Tri",3,2011,天大將軍九,
奚仲,,57.523482,23 Cyg,97870,298.322406,23 Cyg天鵝,23 Cyg,5.139999866,1432,奚仲增六,
王良,,61.831058,12 Cas,1960,6.197939,12 Cas仙后,12 Cas,5.380000114,1927,王良增四,
右更,ρ Psc,19.172346,93 Psc,6706,21.563592,"93,ρ Psc雙魚","93,ρ Psc",5.35,2031,右更一,
天壘城,,-16.422623,,104252,316.814296,,,8.350000381,1515,天壘城增一,
明堂,,3.86011,80 Leo,55791,171.45856,80 Leo獅子,80 Leo,6.349999905,514,明堂增二,
螣蛇,β Lac,52.229047,3 Lac,110538,335.890098,"3,β Lac蠍虎","3,β Lac",4.42,1683,螣蛇十,
弧矢,ξ PuP,-24.859786,7 PuP,38170,117.323563,"7,ξ PuP船尾","7,ξ PuP",3.339999914,2774,弧矢增十七,
危宿,,6.717437,18 Peg,108612,330.033032,18 Peg飛馬,18 Peg,6,1531,危宿增七,
弧矢,κ PuP,-26.803836,,37229,114.707792,κ PuP船尾,κ PuP,3.8,2754,弧矢六,
大陵,,38.318644,16 Per,13254,42.646082,16 Per英仙,16 Per,4.22,2106,大陵七,
畢宿,,5.523047,45 Tau,19554,62.834507,45 Tau金牛,45 Tau,5.710000038,2299,畢宿增五,
房宿,π Sco,-26.114105,6 Sco,78265,239.71297,"6,π Sco天蠍","6,π Sco",2.89,1006,房宿一,
弧矢,,-31.070523,10 CMa,32292,101.118612,10 CMa大犬,10 CMa,5.230000019,2758,弧矢增一,
弧矢,,-37.93367,,37915,116.543935,,,5.869999886,2787,弧矢增卅,
大陵,,55.147385,1 Per,8704,27.997167,1 Per英仙,1 Per,5.53000021,2111,大陵增四,
宗人,,8.733867,71 Oph,88765,271.826501,71 Oph蛇夫,71 Oph,4.639999866,594,宗人增二,
天田,,5.154764,64 Vir,65241,200.540372,64 Vir室女,64 Vir,5.889999866,806,天田增二,
孫,δ Col,-33.4364,,30277,95.528451,δ Col天鴿,δ Col,3.849999905,2743,孫增四,
折威,m Hya,-25.443181,54 Hya,72197,221.500333,"54,m Hya長蛇","54,m Hya",5.150000095,918,折威增三,
離宮,,19.522263,40 Peg,111810,339.719126,40 Peg飛馬,40 Peg,5.840000153,1668,離宮增三,
三公,,49.682062,21 CVn,64906,199.56046,21 CVn獵犬,21 CVn,5.14,189,三公三,
內平,,37.914466,17 LMi,48428,148.090114,17 LMi小獅,17 LMi,6.710000038,3024,內平增一,
卷舌,ο Per,32.288248,38 Per,17448,56.079717,"38,ο Per英仙","38,ο Per",3.84,2217,卷舌五▅,Atik
天街,ω1 Tau,19.609217,43 Tau,19388,62.29153,"43,ω1 Tau金牛","43,ω1 Tau",5.510000229,2320,天街增一,
車府,ο And,42.325979,1 And,113726,345.480268,"1,ο And仙女","1,ο And",3.619999886,1609,車府增十六,
天市左垣,,21.698927,,93975,287.014679,,,6.21999979,690,齊增九,
壁宿,,21.742543,83 Peg,117735,358.167501,83 Peg飛馬,83 Peg,6.679999828,1818,壁宿增七,
內階,,56.741407,17 UMa,45455,138.957425,17 UMa大熊,17 UMa,5.28,252,內階六,
氐宿,,-16.484361,22 Lib,73953,226.704419,22 Lib天秤,22 Lib,6.409999847,940,氐宿增九,
參宿,,-9.382224,1 Mon,28321,89.754498,1 Mon麒麟,1 Mon,6.150000095,2545,參宿增卅三,
螣蛇,,42.91201,13 And,115755,351.780835,13 And仙女,13 And,5.75,1700,螣蛇增五,
婁宿,,19.500338,15 Ari,10155,32.656654,15 Ari白羊,15 Ari,5.679999828,2001,婁宿增十四,
勢,,29.416057,43 LMi,52882,162.23845,43 LMi小獅,43 LMi,6.150000095,227,勢增十四,
鶴,ε Gru,-51.316864,,112623,342.138743,ε Gru天鶴,ε Gru,3.49,3181,鶴三,
野雞,ν2 CMa,-19.255879,7 CMa,31592,99.170989,"7,ν2 CMa大犬","7,ν2 CMa",3.95,2725,野雞,
室宿,,26.847308,60 Peg,114526,347.95496,60 Peg飛馬,60 Peg,6.190000057,1655,室宿增三,
漸台,,37.811951,,93474,285.542916,,,7.940000057,1307,漸台增二,
庫樓,g Cen,-34.450776,2 Cen,67457,207.361338,"2,g Cen半人馬","2,g Cen",4.19,847,庫樓四,
柱,ν Aur,39.14848,32 Aur,27673,87.872496,"32,ν Aur御夫","32,ν Aur",3.97,2370,柱五,
八穀,,57.221071,18 Cam,25973,83.140836,18 Cam鹿豹,18 Cam,6.440000057,284,八穀增十,
天棓,,50.781075,30 Dra,87212,267.267858,30 Dra天龍,30 Dra,5.019999981,336,天棓增二,
司祿,,2.686124,11 Peg,107575,326.808175,11 Peg飛馬,11 Peg,5.63,1475,司祿一,
異雀,β Aps,-77.517435,,81852,250.769401,β Aps天燕,β Aps,4.23,3128,異雀三,
右攝提,,22.495768,2 Boo,66763,205.259782,2 Boo牧夫,2 Boo,5.630000114,897,右攝提增二,
水位,ζ Cnc,17.647771,16 Cnc,40167,123.053026,"16,ζ Cnc巨蟹","16,ζ Cnc",4.67,2664,水位四,Tegmine
南河,,-3.679583,27 Mon,39079,119.933969,27 Mon麒麟,27 Mon,4.929999828,2689,南河增十,
天市右垣,,15.526702,29 Ser,77249,236.599966,29 Ser巨蛇,29 Ser,6.699999809,636,周增十一,
北斗,α UMa,61.751033,50 UMa,54061,165.931953,"50,α UMa大熊","50,α UMa",1.81,150,一 天樞,Dubhe
天大將軍,,39.039526,59A And,10176,32.720118,59A And仙女,59A And,6.090000153,2023,天大將軍增十,
天市左垣,μ Her,27.720676,86 Her,86974,266.614695,"86,μ Her武仙","86,μ Her",3.42,654,三 九河,
亢宿,,1.892885,109 Vir,72220,221.562184,109 Vir室女,109 Vir,3.730000019,887,亢宿增十,
羽林軍,τ1 Aqr,-14.056428,69 Aqr,112542,341.928202,"69,τ1 Aqr寶瓶","69,τ1 Aqr",5.68,1775,羽林軍廿五,
尚書,ω Dra,68.75797,28 Dra,86201,264.237884,"28,ω Dra天龍","28,ω Dra",4.769999981,57,尚書增一,
鳥喙,α Tuc,-60.259588,,110130,334.625392,α Tuc杜鵑,α Tuc,2.87,3171,鳥喙一,
壘壁陣,φ Aqr,-6.049003,90 Aqr,114724,348.580665,"90,φ Aqr寶瓶","90,φ Aqr",4.22,1738,壘壁陣八,
鈇鑕,,-22.526785,56 Cet,9061,29.167492,56 Cet鯨魚,56 Cet,4.92,2091,鈇鑕五,
青丘,β Hya,-33.908124,,57936,178.227169,β Hya長蛇,β Hya,4.29,3087,青丘一,
天倉,,-9.78555,30 Cet,5296,16.942536,30 Cet鯨魚,30 Cet,5.710000038,2071,天倉增十二,
天津,,36.667386,69 Cyg,105811,321.445938,69 Cyg天鵝,69 Cyg,5.929999828,1408,天津增廿六,
爟,χ Cnc,27.217707,18 Cnc,40843,125.016084,"18,χ Cnc巨蟹","18,χ Cnc",5.130000114,2828,爟增六,
婁宿,α Tri,29.578829,2 Tri,8796,28.27045,"2,α Tri三角","2,α Tri",3.420000076,1993,婁宿增六,
天囷,,-2.331962,62 Cet,10033,32.28805,62 Cet鯨魚,62 Cet,7.130000114,2171,天囷增一,
七公,,45.983323,52 Her,82321,252.309243,52 Her武仙,52 Her,4.820000172,782,七公增十六,
羽林軍,ω2 Aqr,-14.544905,105 Aqr,116971,355.680601,"105,ω2 Aqr寶瓶","105,ω2 Aqr",4.49,1795,羽林軍四五,
軒轅,,32.252296,66 Cnc,44307,135.350539,66 Cnc巨蟹,66 Cnc,5.889999866,2964,軒轅增四,
壘壁陣,σ Aqr,-10.67795,57 Aqr,111123,337.661734,"57,σ Aqr寶瓶","57,σ Aqr",4.82,1736,壘壁陣六,
老人,β Pic,-51.066514,,27321,86.821199,β Pic繪架,β Pic,3.849999905,2748,老人增四,
天倉,,-6.783375,36 Cet,5666,18.198744,36 Cet鯨魚,36 Cet,6.590000153,2069,天倉增十,
翼宿,b1 Hya,-17.296874,,52737,161.716896,b1 Hya長蛇,b1 Hya,5.440000057,3070,翼宿增三,
危宿,,5.771742,4 Peg,106856,324.633082,4 Peg飛馬,4 Peg,5.659999847,1526,危宿增二,
外廚,,-0.7848,,43488,132.870061,,,10.56,2837,外廚四*,
天乳,,-3.818513,,77464,237.236657,,,5.53000021,982,天乳增三,
天理,,61.549213,,58259,179.221816,,,6.22,197,天理四,
五帝內座,,77.734741,,15547,50.082328,,,5.44,83,五帝內座四,
左旗,,16.937722,2 Sge,95398,291.091971,2 Sge天箭,2 Sge,6.269999981,1267,左旗增三,
弧矢,,-12.192705,5 PuP,38048,116.986332,5 PuP船尾,5 PuP,5.480000019,2767,弧矢增十,
虎賁,,23.095502,72 Leo,54951,168.800954,72 Leo獅子,72 Leo,4.56,472,虎賁,
輦道,,46.934812,16 Lyr,93408,285.35988,16 Lyr天琴,16 Lyr,5,1318,輦道增一,
軍市,ξ2 CMa,-22.964793,5 CMa,31416,98.764118,"5,ξ2 CMa大犬","5,ξ2 CMa",4.539999962,2719,軍市增二,
進賢,ψ Vir,-9.538994,40 Vir,62985,193.588181,"40,ψ Vir室女","40,ψ Vir",4.769999981,820,進賢增五,
雲雨,,-1.247567,14 Psc,116323,353.537572,14 Psc雙魚,14 Psc,5.909999847,1871,雲雨增二,
奎宿,ζ And,24.267178,34 And,3693,11.834689,"34,ζ And仙女","34,ζ And",4.08,1881,奎宿二,
天鉤,θ Cep,62.994105,2 Cep,101093,307.395355,"2,θ Cep仙王","2,θ Cep",4.21,1626,天鉤三,
臼,ι Peg,25.345112,24 Peg,109176,331.752775,"24,ι Peg飛馬","24,ι Peg",3.77,1577,臼三,
北斗,ζ UMa,54.925362,79 UMa,65378,200.981429,"79,ζ UMa大熊","79,ζ UMa",2.23,155,六 開陽,Mizar
天門,,-17.859839,87 Vir,67288,206.855799,87 Vir室女,87 Vir,5.409999847,836,天門增十,
心宿,c2 Sco,-27.926372,13 Sco,79404,243.075854,"13,c2 Sco天蠍","13,c2 Sco",4.579999924,1046,心宿增二,
左旗,,27.158186,,97313,296.65077,,,9,1273,左旗增九,
天津,ο1 Cyg,46.741329,31 Cyg,99675,303.407943,"31,ο1 Cyg天鵝","31,ο1 Cyg",3.799999952,1420,天津增卅八,
天讒,n Per,33.091382,42 Per,17886,57.386208,"42,n Per英仙","42,n Per",5.14,2226,天讒,
房宿,λ Lib,-20.16704,45 Lib,77811,238.333577,"45,λ Lib天秤","45,λ Lib",5.039999962,1011,房宿增二,
參宿,,-11.146288,,29118,92.10581,,,6.789999962,2542,參宿增卅,
天市右垣,,13.196623,39 Ser,77801,238.300406,39 Ser巨蛇,39 Ser,6.070000172,638,周增十三,
紫微右垣,,69.319787,,29997,94.711571,,,4.760000229,118,上衛增二,
天床,,71.823901,11 UMi,74793,229.274536,11 UMi小熊,11 UMi,5.019999981,66,天床增二,
羽林軍,,-21.074566,41 Aqr,109786,333.575134,41 Aqr寶瓶,41 Aqr,5.33,1753,羽林軍三,
三台,ν UMa,33.094306,54 UMa,55219,169.619737,"54,ν UMa大熊","54,ν UMa",3.49,457,下台一,Alula Borealis
九卿,,8.796868,,61579,189.28174,,,6.61,371,九卿三▅,
奎宿,,16.940644,64 Psc,3810,12.244618,64 Psc雙魚,64 Psc,5.070000172,1900,奎宿增五,
天庾,ω For,-28.232344,,11918,38.461267,,,4.96,2082,天庾二*,
五帝座,,12.279037,,57779,177.730589,,,6.37,349,五帝座五,
宗人,p Oph,2.500099,70 Oph,88601,271.36369,"70,p Oph蛇夫","70,p Oph",4.03,592,宗人四,
八穀,β Cam,60.442246,10 Cam,23522,75.854542,"10,β Cam鹿豹","10,β Cam",4.03000021,288,八穀增十四,
紫微右垣,κ Dra,69.788238,5 Dra,61281,188.370601,"5,κ Dra天龍","5,κ Dra",3.85,106,二 少尉,
華蓋,ψ Cas,68.130013,36 Cas,6692,21.483424,"36,ψ Cas仙后","36,ψ Cas",4.72,92,華蓋五,
畢宿,,15.618265,71 Tau,20713,66.586422,71 Tau金牛,71 Tau,4.48,2293,畢宿七,
弧矢,ο PuP,-25.937169,,38070,117.021534,ο PuP船尾,ο PuP,4.4,2753,弧矢五,
天紀,f Her,40.007959,90 Her,87563,268.325116,"90,f Her武仙","90,f Her",5.170000076,733,天紀增十四,
積屍,ε Cnc,19.544808,41 Cnc,42556,130.112548,"41,ε Cnc巨蟹","41,ε Cnc",6.289999962,2816,積屍增三,
大陵,,50.006546,64 And,11220,36.103818,64 And仙女,64 And,5.190000057,2115,大陵增八,
水位,,13.640917,12 Cnc,39874,122.176856,12 Cnc巨蟹,12 Cnc,6.25,2675,水位增十一,
九州殊口,,-6.923852,37 Eri,19483,62.593841,37 Eri波江,37 Eri,5.440000057,2411,九州殊口增六,
瓠瓜,,14.58288,10 Del,102080,310.317535,10 Del海豚,10 Del,6.010000229,1366,瓠瓜增一,
勢,h LMi,32.379554,33 LMi,51556,157.964066,"33,h LMi小獅","33,h LMi",5.9,211,勢二,
天船,σ Per,47.995216,35 Per,16335,52.643682,"35,σ Per英仙","35,σ Per",4.360000134,2142,天船增四,
小斗,ι Cha,-80.786876,,46107,141.038436,ι Cha堰蜓,ι Cha,5.34,3242,小斗六,
右更,,11.043378,,8588,27.716553,,,5.920000076,2038,右更增三,
五車,β Aur,44.947433,34 Aur,28360,89.882179,"34,β Aur御夫","34,β Aur",1.9,2344,五車三,Menkalinan
紫微右垣,,72.252618,27 UMa,47654,145.738281,27 UMa大熊,27 UMa,5.150000095,116,少輔增一,
少微,,25.537128,52 LMi,54347,166.770288,52 LMi小獅,52 LMi,6.86,473,少微一,
離珠,,-2.885531,69 Aql,101101,307.412503,69 Aql天鷹,69 Aql,4.91,1351,離珠四,
天紀,,36.951929,,85181,261.11298,,,6.25,734,天紀增十五,
太子,,20.218931,93 Leo,57565,176.9964,93 Leo獅子,93 Leo,4.5,354,太子,
參旗,,15.904221,96 Tau,22441,72.433675,96 Tau金牛,96 Tau,6.090000153,2426,參旗增一,
臼,,28.33053,32 Peg,110371,335.33058,32 Peg飛馬,32 Peg,4.78,1578,臼四,
騎官,γ Lup,-41.166757,,76297,233.7852,γ Lup豺狼,γ Lup,2.8,992,騎官一,
壘壁陣,γ Cap,-16.662308,40 Cap,106985,325.022735,"40,γ Cap摩羯","40,γ Cap",3.69,1733,壘壁陣三,Nashira
王良,,59.559679,,43,0.128702,,,6.179999828,1932,王良增九,
天社,b Vel,-46.648744,,42570,130.156541,b Vel船帆,b Vel,3.77,2868,天社二,
內屏,b Vir,3.655197,7 Vir,58510,179.987135,"7,b Vir室女","7,b Vir",5.360000134,393,內屏增六,
南河,ζ CMi,1.766868,13 CMi,38373,117.924953,"13,ζ CMi小犬","13,ζ CMi",5.119999886,2685,南河增六,
天市左垣,,25.596334,,96081,293.022732,,,6.869999886,693,齊增十二,
天津,,30.368555,41 Cyg,101076,307.348898,41 Cyg天鵝,41 Cyg,4.010000229,1398,天津增十六,
軫宿,ε Crv,-22.619766,2 Crv,59316,182.531169,"2,ε Crv烏鴉","2,ε Crv",3.02,3076,軫宿二,
昴宿,,22.477971,32 Tau,18471,59.216986,32 Tau金牛,32 Tau,5.619999886,2203,昴宿增五,
天樽,,20.257557,61 Gem,36156,111.73471,61 Gem雙子,61 Gem,5.940000057,2636,天樽增八,
昴宿,,24.053415,27 Tau,17847,57.290594,27 Tau金牛,27 Tau,3.62,2198,昴宿七,Atlas
玄戈,,44.4045,33 Boo,71618,219.709274,33 Boo牧夫,33 Boo,5.389999866,185,玄戈增一,
氐宿,,-4.346462,16 Lib,73165,224.295831,16 Lib天秤,16 Lib,4.46999979,960,氐宿增廿九,
左更,μ Ari,20.011465,34 Ari,12640,40.591415,"34,μ Ari白羊","34,μ Ari",5.74,2042,左更二,
軒轅,ι2 Cnc,30.579115,57 Cnc,43721,133.56138,"57,ι2 Cnc巨蟹","57,ι2 Cnc",5.400000095,2972,軒轅增十二,
參宿,C1 Ori,-1.092239,31 Ori,25737,82.433257,"31,C1 Ori獵戶","31,C1 Ori",4.710000038,2514,參宿增二,
御女,,75.433964,50 Dra,92112,281.592648,50 Dra天龍,50 Dra,5.37,43,御女二,
內平,,35.810133,11 LMi,47080,143.914593,11 LMi小獅,11 LMi,5.400000095,3030,內平增七,
天大將軍,ι Tri,30.303067,6 Tri,10280,33.092834,"6,ι Tri三角","6,ι Tri",4.940000057,2019,天大將軍增六,
廁,α Lep,-17.822289,11 Lep,25985,83.182566,"11,α Lep天兔","11,α Lep",2.58,2572,廁一,Arneb
軍南門,φ And,47.241792,42 And,5434,17.375523,"42,φ And仙女","42,φ And",4.26,1940,軍南門,
天津,ω2 Cyg,49.220297,46 Cyg,101243,307.828401,"46,ω2 Cyg天鵝","46,ω2 Cyg",5.440000057,1416,天津增卅四,
外屏,,4.908372,77B Psc,5141,16.455121,77B Psc雙魚,77B Psc,6.349999905,1963,外屏增五,
司祿,,2.686124,11 Peg,107575,326.808175,11 Peg飛馬,11 Peg,5.630000114,1477,司祿增一,
畢宿,δ1 Tau,17.542514,61 Tau,20455,65.733722,"61,δ1 Tau金牛","61,δ1 Tau",3.77,2289,畢宿三,
天棓,ν2 Dra,55.172959,25 Dra,85829,263.066774,"25,ν2 Dra天龍","25,ν2 Dra",4.86,331,天棓二,
氐宿,ο Lib,-15.548342,29 Lib,75118,230.255737,"29,ο Lib天秤","29,ο Lib",6.139999866,948,氐宿增十七,
奎宿,,37.714943,47 And,6514,20.919234,47 And仙女,47 And,5.599999905,1912,奎宿增十七,
狗,,-23.4277,53 Sgr,96729,294.956086,53 Sgr人馬,53 Sgr,6.329999924,1166,狗增二,
貫索,δ CrB,26.068394,10 CrB,77512,237.398526,"10,δ CrB北冕","10,δ CrB",4.59,743,貫索六,
勢,,38.925132,32 LMi,51420,157.526867,32 LMi小獅,32 LMi,5.789999962,216,勢增三,
闕丘,,-4.239231,19 Mon,33971,105.728236,19 Mon麒麟,19 Mon,4.989999771,2708,闕丘增四,
太微左垣,,-0.787184,13 Vir,60030,184.66799,13 Vir室女,13 Vir,5.900000095,409,左執法增一,
南河,ε CMi,9.276097,2 CMi,36041,111.412071,"2,ε CMi小犬","2,ε CMi",4.99,2677,南河一,
天狼,θ CMa,-12.038628,14 CMa,33160,103.547491,"14,θ CMa大犬","14,θ CMa",4.079999924,2732,天狼增六,
危宿,,13.119823,20 Peg,108693,330.27229,20 Peg飛馬,20 Peg,5.610000134,1534,危宿增十,
漸台,γ Lyr,32.689557,14 Lyr,93194,284.735928,"14,γ Lyr天琴","14,γ Lyr",3.25,1304,漸台三,Sulafat
文昌,,63.247806,,48034,146.877307,,,6.94,233,文昌一*,
八魁,,-15.847484,1 Cet,118178,359.588435,1 Cet鯨魚,1 Cet,6.28,1806,八魁三,
弧矢,ε CMa,-28.972084,21 CMa,33579,104.656452,"21,ε CMa大犬","21,ε CMa",1.5,2755,弧矢七,Adhara
宗,,20.546308,110 Her,92043,281.415523,110 Her武仙,110 Her,4.19,597,宗一,
咸池,,39.825916,,25810,82.687852,,,6.38,2376,咸池二,
大陵,i Per,55.845653,9 Per,11060,35.589311,"9,i Per英仙","9,i Per",5.16,2100,大陵一,
奎宿,ψ1A Psc,21.473181,74A Psc,5131,16.420647,"74A,ψ1A Psc雙魚","74A,ψ1A Psc",5.33,1895,奎宿十六,
天大將軍,γ And,42.329725,57 And,9640,30.974804,"57,γ And仙女","57,γ And",2.1,2003,天大將軍一,Almaak
天市左垣,,21.232118,1 Sge,94620,288.822341,1 Sge天箭,1 Sge,5.650000095,683,齊增二,
斗宿,σ Sgr,-26.296722,34 Sgr,92855,283.816357,"34,σ Sgr人馬","34,σ Sgr",2.05,1107,斗宿四,Nunki
女宿,,-5.507059,5 Aqr,103005,313.036225,5 Aqr寶瓶,5 Aqr,5.550000191,1343,女宿增一,
